log_level_desc,log_level,error_code,event_desc
errors,3,713102,Phase 1 ID Data length number too long - reject tunnel!
errors,3,713105,Zero length data in ID payload received during phase 1 or 2 processing 
errors,3,713107,IP_Address request attempt failed! 
errors,3,713109,Unable to process the received peer certificate 
errors,3,713112,Failed to process CONNECTED notify (SPI SPI_value)!
errors,3,713014,Unknown Domain of Interpretation (DOI): DOI value
errors,3,713016,"Unknown identification type, Phase 1 or 2, Type ID_Type"
errors,3,713017,"Identification type not supported, Phase 1 or 2, Type ID_Type"
errors,3,713118,"Detected invalid Diffie-Helmann group_descriptor group_number, in IKE area"
errors,3,713122,Keep-alives configured keepalive_type but peer IP_address support keep-alives (type = keepalive_type)
errors,3,713123,"IKE lost contact with remote peer, deleting connection (keepalive type: keepalive_type)"
errors,3,713124,"Received DPD sequence number rcv_sequence_# in DPD Action, description expected seq #"
errors,3,713127,"Xauth required but selected Proposal does not support xauth, Check priorities of ike xauth proposals in ike proposal list"
errors,3,713129,Received unexpected Transaction Exchange payload type: payload_id
errors,3,713132,Cannot obtain an IP_address for remote peer
errors,3,713133,Mismatch: Overriding phase 2 DH Group(DH group DH group_id) with phase 1 group(DH group DH group_number
errors,3,713134,Mismatch: P1 Authentication algorithm in the crypto map entry different from negotiated algorithm for the L2L connection
errors,3,713138,Group group_name not found and BASE GROUP default preshared key not configured
errors,3,713140,Split Tunneling Policy requires network list but none configured
errors,3,713141,"Client-reported firewall does not match configured firewall: action tunnel. Received -- Vendor: vendor(id), Product product(id), Caps: capability_value. Expected -- Vendor: vendor(id), Product: product(id), Caps: capability_value"
errors,3,713142,"Client did not report firewall in use, but there is a configured firewall: action tunnel. Expected -- Vendor: vendor(id), Product product(id), Caps: capability_value"
errors,3,713146,"Could not add route for Hardware Client in network extension mode, address: IP_address, mask: netmask"
errors,3,713149,Hardware client security attribute attribute_name was enabled but not requested. 
errors,3,713152,"Unable to obtain any rules from filter ACL_tag to send to client for CPP, terminating connection."
errors,3,713159,"TCP Connection to Firewall Server has been lost, restricted tunnels are now allowed full network access"
errors,3,713161,Remote user (session Id - id) network access has been restricted by the Firewall Server
errors,3,713162,Remote user (session Id - id) has been rejected by the Firewall Server 
errors,3,713163,Remote user (session Id - id) has been terminated by the Firewall Server 
errors,3,713165,Client IKE Auth mode differs from the group's configured Auth mode
errors,3,713166,Headend security gateway has failed our user authentication attempt - check configured username and password
errors,3,713167,Remote peer has failed user authentication - check configured username and password
errors,3,713168,"Re-auth enabled, but tunnel must be authenticated interactively! "
errors,3,713174,Hardware Client connection rejected! Network Extension Mode is not allowedfor this group!
errors,3,713182,IKE could not recognize the version of the client! IPSec Fragmentation Policy will be ignored for this connection!
errors,3,713185,Error: Username too long - connection aborted 
errors,3,713186,Invalid secondary domain name list received from the authentication server. List Received: list_text Character index (value) is illegal
errors,3,713189,"Attempted to assign network or broadcast IP_address, removing (IP_address) from pool."
errors,3,713193,"Received packet with missing payload, Expected payload: payload_id "
errors,3,713194,IKE|IPSec Delete With Reason message: termination_reason 
errors,3,713195,Tunnel rejected: Originate-Only: Cannot accept incoming tunnel yet! 
errors,3,713198,User Authorization failed: user User authorization failed.
errors,3,713203,IKE Receiver: Error reading from socket.
errors,3,713205,Could not add static route for client address: IP_address
errors,3,713206,Tunnel Rejected: Conflicting protocols specified by tunnel-group and group-policy
errors,3,713208,Cannot create dynamic rule for Backup L2L entry rule rule_id
errors,3,713209,Cannot delete dynamic rule for Backup L2L entry rule id
errors,3,713210,Cannot create dynamic map for Backup L2L entry rule_id
errors,3,713212,"Could not add route for L2L peer coming in on a dynamic map. address: IP_address, mask: netmask"
errors,3,713214,"Could not delete route for L2L peer that came in on a dynamic map. address: IP_address, mask: netmask"
errors,3,713217,Skipping unrecognized rule: action: action client type: client_type client version: client_version
errors,3,713218,Tunnel Rejected: Client Type or Version not allowed. 
errors,3,713226,"Connection failed with peer IP_address, no trust-point defined in tunnel-group "
errors,3,713227,"Rejecting new IPSec SA negotiation for peer Peer_address. A negotiation was already in progress for local Proxy Local_address/Local_netmask, remote Proxy Remote_address/Remote_netmask"
errors,3,713230,"Internal Error, ike_lock trying to lock bit that is already locked for type type"
errors,3,713231,"Internal Error, ike_lock trying to unlock bit that is not locked for type type"
errors,3,713232,"SA lock refCnt = value, bitmask = hexvalue, p1_decrypt_cb = value, qm_decrypt_cb = value, qm_hash_cb = value, qm_spi_ok_cb = value, qm_dh_cb = value, qm_secret_key_cb = value, qm_encrypt_cb = value"
errors,3,713238,Invalid source proxy address: 0.0.0.0! Check private address on remote client 
errors,3,713258,"IP = var1, Attempting to establish a phase2 tunnel on var2 interface but phase1 tunnel is on var3 interface. Tearing down old phase1 tunnel due to a potential routing change."
errors,3,713254,"Group = groupname, Username = username, IP = peerip, Invalid IPSec/UDP port = portnum, valid range is minport - maxport, except port 4500, which is reserved for IPSec/NAT-T"
errors,3,713902,descriptive_event_string
errors,3,716056,Group group-name User user-name IP IP_address Authentication to SSO server name: name type type failed reason: reason
errors,3,716057,"Group group User user IP ip Session terminated, no type license available."
errors,3,717001,Querying keypair failed.
errors,3,717002,Certificate enrollment failed for trustpoint trustpoint_name. Reason: reason_string.
errors,3,717009,Certificate validation failed. Reason: reason_string.
errors,3,717010,CRL polling failed for trustpoint trustpoint_name.
errors,3,717012,Failed to refresh CRL cache entry from the server for trustpoint trustpoint_name at time_of_failure
errors,3,717017,Failed to query CA certificate for trustpoint trustpoint_name from enrollment_url
errors,3,717018,"CRL received from issuer has too many entries to process (number of entries = number_of_entries, maximum number allowed = max_allowed)"
errors,3,717019,Failed to insert CRL for trustpoint trustpoint_name. Reason: failure_reason.
errors,3,717020,Failed to install device certificate for trustpoint label. Reason: reason string.
errors,3,717021,"Certificate data could not be verified. Locate Reason: reason_string serial number: serial number, subject name: subject name, key length key length bits."
errors,3,717023,SSL failed to set device certificate for trustpoint trustpoint name. Reason: reason_string.
errors,3,717027,Certificate chain failed validation. reason_string. 
errors,3,717039,Local CA Server internal error detected: error. 
errors,3,717042,Failed to enable Local CA Server.Reason: reason. 
errors,3,717044,Local CA server certificate enrollment related error for user: user. Error: error. 
errors,3,717046,Local CA Server CRL error: error.
errors,3,719002,Email Proxy session pointer from source_address has been terminated due to reason error.
errors,3,719008,Email Proxy service is shutting down. 
errors,3,722007,Group group User user-name IP IP_address SVC Message: type-num/ERROR: message
errors,3,722008,Group group User user-name IP IP_address SVC Message: type-num/ERROR: message
errors,3,722009,Group group User user-name IP IP_address SVC Message: type-num/ERROR: message
errors,3,717015,CRL size = max_crl_size)
errors,3,722020,Group group User user-name IP IP_address No address available for SVC connection
errors,3,722021,Group group User user-name IP IP_address Unable to start compression due to lack of memory resources
errors,3,722035,Group group User user-name IP IP_address Transmitting large packet length threshold.).
errors,3,722036,Group group User user-name IP IP_address Received large packet length (threshold threshold).
errors,3,722045,Connection terminated: no SSL tunnel initialization data.
errors,3,722046,Group group User user IP ip Session terminated: unable to establish tunnel.
errors,3,725015,Error verifying client certificate. Public key size in client certificate exceeds the maximum supported key size.
errors,3,734004,DAP: Processing error: Code number
errors,3,735010,IPMI: Environment Monitoring has failed to update one or more of its records.
errors,3,737002,IPAA: Received unknown message 'num'
errors,3,737023,IPAA: Unable to allocate memory to store local pool address ip-address
errors,3,737027,IPAA: No data for address request
errors,3,742001,failed to read master key for password encryption from persistent store
errors,3,742002,failed to set master key for password encryption
errors,3,742003,"failed to save master key for password encryption, reason reason_text"
errors,3,742004,"failed to sync master key for password encryption, reason reason_text"
errors,3,742005,cipher text enc_pass is not compatible with the configured master key or the cipher text has been tampered with
errors,3,742006,password decryption failed due to unavailable memory 
errors,3,742007,password encryption failed due to unavailable memory 
errors,3,742008,password enc_pass decryption failed due to decoding error 
errors,3,742009,password encryption failed due to decoding error 
errors,3,742010,encrypted password enc_pass is not well formed
warning,4,106023,"Deny protocol src [interface_name:source_address/source_port] dst interface_name:dest_address/dest_port [type {string}, code {code}] by access_group acl_ID"
warning,4,106027,Failed to determine the security context for the packet:vlansource Vlan#:ethertype src sourceMAC dst destMAC
warning,4,106100,access-list acl_ID {permitted | denied | est-allowed} protocol interface_name/source_address(source_port) - interface_name/dest_address(dest_port) hit-cnt number ({first hit | number-second interval})
warning,4,106103,access-list acl_ID denied protocol interface_name/source_address source_port interface_name/dest_address dest_port hit-cnt number first hit hash codes
warning,4,108004,"action_class: action ESMTP req_resp from src_ifc:sip|sport to dest_ifc:dip|dport;further_info, page 1-23"
warning,4,109017,User at IP_address exceeded auth proxy connection limit (max)
warning,4,109022,exceeded HTTPS proxy process limit
warning,4,109027,"[aaa protocol] Unable to decipher response message Server = server_IP_address, User = user"
warning,4,109028,aaa bypassed for same-security traffic from ingress_ interface:source_address/source_port to egress_interface:dest_address/dest_port
warning,4,109030,Autodetect ACL convert wildcard did not convert ACL access_list source | dest netmask netmask.
warning,4,109031,NT Domain Authentication Failed: rejecting guest login for username. 
warning,4,109033,Authentication failed for admin user user from src_IP. Interactive challenge processing is not supported for protocol connections
warning,4,109034,Authentication failed for network user user from src_IP/port to dst_IP/port. Interactive challenge processing is not supported for protocol connections
warning,4,113019,"Group = group, Username = user, IP = peer_address, Session disconnected. Session Type: type, Duration: duration, Bytes xmt: count, Bytes rcv: count, Reason: reason"
warning,4,113026,Error error while executing Lua script for group tunnel group 
warning,4,115002,Warning in process
warning,4,120004,Event group title is dropped. Reason reason
warning,4,120005,Message group to destination is dropped. Reason reason
warning,4,120006,Delivering message group to destination failed. Reason reason
warning,4,209003,"Fragment database limit of number exceeded: src = source_address, dest = dest_address, proto = protocol, id = number"
warning,4,209004,"Invalid IP fragment, size = bytes exceeds maximum size = bytes: src = source_address, dest = dest_address, proto = protocol, id = number"
warning,4,209005,Discard IP fragment set with more than number elements: src = Too many elements are in a fragment set.
warning,4,216004,prevented: error in function at file(line) - stack trace 
warning,4,302034,Unable to pre-allocate H323 GUP Connection for faddr interface: foreign address/foreign-port to laddr interface:local-address/local-port
warning,4,308002,static global_address inside_address netmask netmask overlapped with global_address inside_address
warning,4,313004,"Denied ICMP type=icmp_type, from source_address on interface interface_name to dest_address:no matching session"
warning,4,313005,"No matching connection for ICMP error message: icmp_msg_info on interface_name interface. Original IP payload: embedded_frame_info icmp_msg_info = icmp src src_interface_name:src_address dst dest_interface_name:dest_address (type icmp_type, code icmp_code) embedded_frame_info = prot src source_address/source_port dst dest_address/dest_port"
warning,4,325002,Duplicate address ipv6_address/MAC_address on interface 
warning,4,335005,NAC Downloaded ACL parse failure - host-address
warning,4,337004,Phone Proxy SRTP: Authentication tag validation failed on packet from in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port
warning,4,338001,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338002,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338003,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
warning,4,338004,"Dynamic filter monitored blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
warning,4,338005,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338006,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338007,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
warning,4,338008,"Dynamic filter dropped blacklisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: ip address/netmask, threat-level: level_value, category: category_name"
warning,4,338201,"Dynamic filter monitored greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port, (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338202,"Dynamic filter monitored greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338203,"Dynamic filter dropped greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), source malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,338204,"Dynamic filter dropped greylisted protocol traffic from in_interface:src_ip_addr/src_port (mapped-ip/mapped-port) to out_interface:dest_ip_addr/dest_port (mapped-ip/mapped-port), destination malicious address resolved from local or dynamic list: domain name, threat-level: level_value, category: category_name"
warning,4,4000nn,IPS:number string from IP_address to IP_address on interface interface_name 
warning,4,400014,ICMP Echo Request
warning,4,401001,Shuns cleared 
warning,4,401002,Shun added: IP_address IP_address port port 
warning,4,401003,Shun deleted: IP_address
warning,4,401004,Shunned packet: IP_address = IP_address on interface interface_name
warning,4,401005,Shun add failed: unable to allocate resources for IP_address IP_address port port
warning,4,402101,"decaps: rec'd IPSEC packet has invalid spi for destaddr=dest_address, prot=protocol, spi=number"
warning,4,402102,"decapsulate: packet missing {AH|ESP}, destadr=dest_address, actual prot=protocol"
warning,4,402103,"identity doesn't match negotiated identity (ip) dest_address= dest_address, src_addr= source_address, prot= protocol, (ident) local=inside_address, remote=remote_address, local_proxy=IP_address/IP_address/port/port, remote_proxy=IP_address/IP_address/port/port"
warning,4,402106,"Rec'd packet not an IPSEC packet (ip) dest_address= dest_address, src_addr= source_address, prot= protocol"
warning,4,402114,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP to local_IP with an invalid SPI."
warning,4,402115,IPSEC: Received a packet from remote_IP to local_IP containing act_prot data instead of exp_prot data.
warning,4,402116,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP (username) to local_IP. The decapsulated inner packet doesn’t match the negotiated policy in the SA. The packet specifies its destination as pkt_daddr, its source as pkt_saddr, and its protocol as pkt_prot. The SA specifies its local proxy as id_daddr /id_dmask /id_dprot /id_dport and its remote proxy as id_saddr /id_smask /id_sprot /id_sport."
warning,4,402117,IPSEC: Received a non-IPSec (protocol) packet from remote_IP to local_IP.
warning,4,402118,"IPSEC: Received an protocol packet (SPI=spi, sequence number seq_num) from remote_IP (username) to local_IP containing an illegal IP fragment of length frag_len with offset frag_offset."
warning,4,402119,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP (username) to local_IP that failed anti-replay checking."
warning,4,402120,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from remote_IP (username) to local_IP that failed authentication."
warning,4,402121,"IPSEC: Received an protocol packet (SPI=spi, sequence number= seq_num) from peer_addr (username) to lcl_addr that was dropped by IPSec (drop_reason)."
warning,4,402122,Received a cleartext packet from src_addr to dest_addr that was to be encapsulated in IPSec that was dropped by IPSec (drop_reason).
warning,4,402123,CRYPTO: The accel_type hardware accelerator encountered an error (code= error_string) while executing crypto command command.
warning,4,402124,"CRYPTO: The ASA hardware accelerator encountered an error (Hardware error address, Core, Hardware error code, IstatReg, PciErrReg, CoreErrStat, CoreErrAddr, Doorbell Size,DoorBell Outstanding, SWReset)."
warning,4,402125,The ASA hardware accelerator ring timed out (parameters). 
warning,4,402126,CRYPTO: The ASA created Crypto Archive File Archive Filename as a Soft Reset was necessary. Please forward this archived information to Cisco.
warning,4,402127,"CRYPTO: The ASA is skipping the writing of latest Crypto Archive File as the maximum # of files, max_number, allowed have been written to archive_directory. Please archive & remove files from Archive Directory if you want more Crypto Archive Files saved."
warning,4,403101,"PPTP session state not established, but received an XGRE packet, tunnel_id=number, session_id=number"
warning,4,403102,"PPP virtual interface interface_name rcvd pkt with invalid protocol: protocol, reason: reason."
warning,4,403103,PPP virtual interface max connections reached.
warning,4,403104,PPP virtual interface interface_name requires mschap for MPPE.
warning,4,403106,PPP virtual interface interface_name requires RADIUS for MPPE.
warning,4,403107,PPP virtual interface interface_name missing aaa server group info
warning,4,403108,PPP virtual interface interface_name missing client ip address option
warning,4,403109,"Rec'd packet not an PPTP packet. (ip) dest_address= dest_address, src_addr= source_address, data: string."
warning,4,403110,"PPP virtual interface interface_name, user: user missing MPPE key from aaa server."
warning,4,403505,PPPoE:PPP - Unable to set default route to IP_address at interface_name
warning,4,403506,PPPoE:failed to assign PPP IP_address netmask netmask at interface_name
warning,4,404101,ISAKMP: Failed to allocate address for client from pool string
warning,4,405001,Received ARP {request | response} collision from IP_address/MAC_address on interface interface_name
warning,4,405002,Received mac mismatch collision from IP_address/MAC_address for authenticated host
warning,4,405101,Unable to Pre-allocate H225 Call Signalling Connection for foreign_address outside_address[/outside_port] to local_address inside_address[/inside_port]
warning,4,405102,Unable to Pre-allocate H245 Connection for foreign_address outside_address[/outside_port] to local_address inside_address[/inside_port]
warning,4,405103,H225 message from source_address/source_port to dest_address/dest_port contains bad protocol discriminator hex
warning,4,405104,H225 message received from outside_address/outside_port to inside_address/inside_port before SETUP
warning,4,405105,H323 RAS message AdmissionConfirm received from source_address/source_port to dest_address/dest_port without an AdmissionRequest
warning,4,405106,H323 num channel is not created from %I/%d to %I/%d %s
warning,4,405201,ILS ILS_message_type from inside_interface:source_IP_address to outside_interface:/destination_IP_address has wrong embedded address embedded_IP_address
warning,4,405300,Radius Accounting Request received from from_addr is not allowed
warning,4,405301,Attribute attribute_number does not match for user user_ip
warning,4,406001,FTP port command low port: IP_address/port to IP_address on interface interface_name
warning,4,406002,FTP port command different address: IP_address(IP_address) to IP_address on interface interface_name
warning,4,407001,"Deny traffic for local-host interface_name:inside_address, license limit of number exceeded"
warning,4,407002,Embryonic limit nconns/elimit for through connections exceeded.outside_address/outside_port to global_address (inside_address)/inside_port on interface interface_name
warning,4,407003,Established limit for RPC services exceeded number
warning,4,408001,"IP route counter negative - reason, IP_address Attempt: number"
warning,4,408002,ospf process id route type update address1 netmask1 [distance1/metric1] via source IP:interface1 address2 netmask2 [distance2/metric2] interface2
warning,4,408003,can't track this type of object hex
warning,4,409001,"Database scanner: external LSA IP_address netmask is lost, reinstalls"
warning,4,409002,db_free: external LSA IP_address netmask
warning,4,409003,"Received invalid packet: reason from IP_address, interface_name"
warning,4,409004,Received reason from unknown neighbor IP_address
warning,4,409005,"Invalid length number in OSPF packet from IP_address (ID IP_address), interface_name"
warning,4,409006,"Invalid lsa: reason Type number, LSID IP_address from IP_address, IP_address, interface_name"
warning,4,409007,Found LSA with the same host bit set but using different mask LSA ID IP_address netmask New: Destination IP_address netmask
warning,4,409008,Found generating default LSA with non-zero mask LSA type : number Mask: netmask metric: number area: string
warning,4,409009,"OSPF process number cannot start. There must be at least one up IP interface, for OSPF to use as router ID"
warning,4,409010,Virtual link information found in non-backbone area: string 
warning,4,409011,OSPF detected duplicate router-id IP_address from IP_address on interface interface_name
warning,4,409012,Detected router with duplicate router ID IP_address in area string
warning,4,409013,Detected router with duplicate router ID IP_address in Type-4 LSA advertised by IP_address
warning,4,409023,Attempting AAA Fallback method method_name for request_type request for user user:Auth-server group server_tag unreachable
warning,4,410001,UDP DNS request from source_interface:source_address/source_port to dest_interface:dest_address/dest_port; (label length | domain-name length) 52 bytes exceeds remaining packet length of 44 bytes.
warning,4,410003,action_class: action DNS query_response from src_ifc:sip/sport to dest_ifc:dip/dport; further_info
warning,4,411001,Line protocol on interface interface_name changed state to up
warning,4,411002,Line protocol on interface interface_name changed state to down
warning,4,411003,Configuration status on interface interface_name changed state to downup
warning,4,411004,Configuration status on interface interface_name changed state to up
warning,4,411005,Interface variable 1 experienced a hardware transmit hang. The interface has been reset.
warning,4,412001,MAC MAC_address moved from interface_1 to interface_2 
warning,4,412002,Detected bridge table full while inserting MAC MAC_address on interface. Number of entries = num
warning,4,413001,Module in slot slotnum is not able to shut down. Module Error: errnum message
warning,4,413002,Module in slot slotnum is not able to reload. Module Error: errnum message
warning,4,413003,Module in slot slotnum is not a recognized type
warning,4,413004,"Module in slot slotnum failed to write software vnewver (currently vver), reason. Trying again."
warning,4,413006,prod-id Module software version mismatch; slot slot is prod-id version running-vers. Slot slot prod-id requires required-vers.
warning,4,415016,policy-map map_name:Maximum number of unanswered HTTP requests exceeded connection_action from int_type:IP_address/port_num to int_type:IP_address/port_num
warning,4,416001,Dropped UDP SNMP packet from source_interface:source_IP/source_port to dest_interface:dest_address/dest_port; version (prot_version) is not allowed through the firewall
warning,4,417001,Unexpected event received: number
warning,4,417004,Filter violation error: conn number (string:string) in string
warning,4,417006,No memory for string) in string. Handling: string
warning,4,418001,Through-the-device packet to/from management-only network is denied: protocol_string from interface_name IP_address (port) to interface_name IP_address (port)
warning,4,419001,"Dropping TCP packet from src_ifc:src_IP/src_port to dest_ifc:dest_IP/dest_port, reason: MSS exceeded, MSS size, data size"
warning,4,419002,Received duplicate TCP SYN from in_interface:src_address/src_port to out_interface:dest_address/dest_port with different initial sequence number.
warning,4,419003,Cleared TCP urgent flag from out_ifc:src_ip/src_port to in_ifc:dest_ip/dest_port. 
warning,4,420002,"IPS requested to drop ICMP packets ifc_in:SIP to ifc_out:DIP (typeICMP_TYPE, code ICMP_CODE)"
warning,4,420003,IPS requested to reset TCP connection from ifc_in:SIP/SPORT to ifc_out:DIP/DPORT
warning,4,420007,"application-string cannot be enabled for the module in slot slot_id. The module’s current software version does not support this feature. Please upgrade the software on the module in slot slot_id to support this feature. Received backplane header version version_number, required backplane header version version_number or higher."
warning,4,422004,IP SLA Monitor number0: Duplicate event received. Event number number1 
warning,4,422005,IP SLA Monitor Probe(s) could not be scheduled because clock is not set.
warning,4,422006,IP SLA Monitor Probe number: string 
warning,4,423001,{Allowed | Dropped} invalid NBNS pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
warning,4,423002,{Allowed | Dropped} mismatched NBNS pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
warning,4,423003,{Allowed | Dropped} invalid NBDGM pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
warning,4,423004,{Allowed | Dropped} mismatched NBDGM pkt_type_name with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
warning,4,423005,{Allowed | Dropped} NBDGM pkt_type_name fragment with error_reason_str from ifc_name:ip_address/port to ifc_name:ip_address/port.
warning,4,424001,Packet denied protocol_string intf_in:src_ip/src_port intf_out:dst_ip/dst_port. [Ingress|Egress] interface is in a backup state.
warning,4,424002,Connection to the backup interface is denied: protocol_string intf:src_ip/src_port intf:dst_ip/dst_port
warning,4,431001,"RTP conformance: Dropping RTP packet from in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, Drop reason: drop_reason value"
warning,4,431002,"RTCP conformance: Dropping RTCP packet from in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, Drop reason: drop_reason value"
warning,4,444005,Timebased activation key activation-key will expire in num days. 
warning,4,444106,Shared license backup server address is not available 
warning,4,444109,Shared license backup server role changed to state 
warning,4,444110,Shared license server backup address has days remaining as active license server 
warning,4,446001,Maximum TLS Proxy session limit of max_sess reached.
warning,4,446003,"Denied TLS Proxy session from src_int:src_ip/src_port to dst_int:dst_ip/dst_port, UC-IME license is disabled."
warning,4,448001,"Denied SRTP crypto session setup on flow from src_int:src_ip/src_port to dst_int:dst_ip/dst_port, licensed K8 SRTP crypto session of limit exceeded"
warning,4,450001,"Deny traffic for protocol protocol_id src interface_name:IP_address/port dst interface_name:IP_address/port, licensed host limit of num exceeded."
warning,4,500004,"Invalid transport field for protocol=protocol, from source_address/source_port to dest_address/dest_port"
warning,4,507002,Data copy in proxy-mode exceeded the buffer limit 
warning,4,603110,"Failed to establish L2TP session, tunnel_id = tunnel_id, remote_peer_ip = peer_ip, user = username. Multiple sessions per tunnel are not supported"
warning,4,607002,action_class: action SIP req_resp req_resp_info from src_ifc:sip/sport to dest_ifc:dip/dport; further_info
warning,4,608002,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, SCCPPrefix length value too small"
warning,4,608003,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, SCCPPrefix length value too large"
warning,4,608004,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, message id value not allowed"
warning,4,608005,"Dropping Skinny message for in_ifc:src_ip/src_port to out_ifc:dest_ip/dest_port, message id value registration not complete"
warning,4,612002,"Auto Update failed:filename, version:number, reason:reason"
warning,4,612003,"Auto Update failed to contact:url, reason:reason"
warning,4,620002,Unsupported CTIQBE version: hex: from interface_name:IP_address/port to interface_name:IP_address/port
warning,4,711004,"Task ran for msec msec, Process = process_name, PC = pc, Call stack = call stack"
warning,4,713154,DNS lookup for peer_description Server [server_name] failed!
warning,4,713157,Timed out on initial contact to server [server_name or IP_address] Tunnel could not be established.
warning,4,713239,IP_Address: Tunnel Rejected: The maximum tunnel count allowed has been reached
warning,4,713240,Received DH key with bad length: received length=rlength expected length=elength
warning,4,713241,IE Browser Proxy Method setting_number is Invalid 
warning,4,713242,Remote user is authenticated using Hybrid Authentication. Not starting IKE rekey.
warning,4,713243,META-DATA Unable to find the requested certificate
warning,4,713244,META-DATA Received Legacy Authentication Method(LAM) type type is different from the last type received type.
warning,4,713245,META-DATA Unknown Legacy Authentication Method(LAM) type type received.
warning,4,713246,META-DATA Unknown Legacy Authentication Method(LAM) attribute type type received.
warning,4,713247,META-DATA Unexpected error: in Next Card Code mode while not doing SDI. 
notifications,5,713248,META-DATA Rekey initiation is being disabled during CRACK authentication. 
warning,4,713249,META-DATA Received unsupported authentication results: result 
warning,4,713251,META-DATA Received authentication failure message
warning,4,713255,"IP = peer-IP, Received ISAKMP Aggressive Mode message 1 with unknown tunnel group name group-name"
warning,4,713903,descriptive_event_string.
warning,4,716007,Group group User user WebVPN Unable to create session.
warning,4,716022,Unable to connect to proxy server reason.
warning,4,716023,Group name User user Session could not be established: session limit of maximum_sessions reached.
warning,4,716044,Group group-name User user-name IP IP_address AAA parameter param-name value param-value out of range.
warning,4,716045,Group group-name User user-name IP IP_address AAA parameter param-name value invalid.
warning,4,716046,"Group group-name-name User user-name IP IP_address User ACL access-list-name from AAA doesn't exist on the device, terminating connection."
warning,4,716047,"Group group-name User user-name IP IP_address User ACL access-list from AAA ignored, AV-PAIR ACL used instead."
warning,4,716048,Group group-name User user-name IP IP_address No memory to parse ACL.
warning,4,716052,Group group-name User user-name IP IP_address Pending session terminated.
warning,4,717026,Name lookup failed for hostname hostname during PKI operation.
warning,4,717031,Failed to find a suitable trustpoint for the issuer: issuer Reason: reason_string
